time,cpu-percentage[benchi-conduit],memory-usage[benchi-conduit]
2026-08-02T15:45:28-07:00,0.000124,103.781250
2026-08-02T15:45:29-07:00,158.252509,117.054688
2026-08-02T15:45:30-07:00,152.549754,116.937500
2026-08-02T15:45:31-07:00,151.993792,118.394531
2026-08-02T15:45:32-07:00,144.734051,118.316406
2026-08-02T15:45:33-07:00,148.646222,120.957031
2026-08-02T15:45:34-07:00,149.487400,120.734375
2026-08-02T15:45:35-07:00,153.586074,120.257812
2026-08-02T15:45:36-07:00,151.355770,120.281250
2026-08-02T15:45:37-07:00,147.166507,120.277344
2026-08-02T15:45:38-07:00,150.838102,120.292969
2026-08-02T15:45:39-07:00,148.990259,121.046875
2026-08-02T15:45:40-07:00,143.030936,120.320312
2026-08-02T15:45:41-07:00,138.376748,120.582031
2026-08-02T15:45:42-07:00,128.837642,120.582031
2026-08-02T15:45:43-07:00,137.179293,120.359375
2026-08-02T15:45:44-07:00,135.401278,120.675781
2026-08-02T15:45:45-07:00,124.791049,120.734375
2026-08-02T15:45:46-07:00,133.396447,120.734375
2026-08-02T15:45:47-07:00,141.134856,121.265625
2026-08-02T15:45:48-07:00,121.132262,121.277344
2026-08-02T15:45:49-07:00,126.977861,121.304688
2026-08-02T15:45:50-07:00,124.587414,121.300781
2026-08-02T15:45:51-07:00,132.715705,121.308594
2026-08-02T15:45:52-07:00,128.304363,121.316406
2026-08-02T15:45:53-07:00,134.302366,121.566406
2026-08-02T15:45:54-07:00,129.154322,121.320312
2026-08-02T15:45:56-07:00,127.025829,121.386719
2026-08-02T15:45:57-07:00,135.509730,121.394531
2026-08-02T15:45:58-07:00,131.501188,124.964844
2026-08-02T15:45:59-07:00,138.983832,124.976562
2026-08-02T15:46:00-07:00,135.678980,124.980469
2026-08-02T15:46:01-07:00,123.304005,124.988281
2026-08-02T15:46:02-07:00,137.094916,124.988281
2026-08-02T15:46:03-07:00,124.904761,125.003906
2026-08-02T15:46:04-07:00,147.823737,125.996094
2026-08-02T15:46:05-07:00,143.365249,125.007812
2026-08-02T15:46:06-07:00,147.558008,125.007812
2026-08-02T15:46:07-07:00,132.741247,125.019531
2026-08-02T15:46:08-07:00,133.094529,125.015625
2026-08-02T15:46:09-07:00,198.318121,126.019531
2026-08-02T15:46:10-07:00,214.448050,125.550781
2026-08-02T15:46:11-07:00,212.015326,126.167969
2026-08-02T15:46:12-07:00,202.345866,125.679688
2026-08-02T15:46:13-07:00,191.798158,125.699219
2026-08-02T15:46:14-07:00,187.524032,125.203125
2026-08-02T15:46:15-07:00,197.787905,125.457031
2026-08-02T15:46:16-07:00,188.678711,125.203125
2026-08-02T15:46:17-07:00,190.764759,125.960938
2026-08-02T15:46:18-07:00,204.993690,125.710938
2026-08-02T15:46:19-07:00,210.831488,125.976562
2026-08-02T15:46:20-07:00,221.469468,126.007812
2026-08-02T15:46:21-07:00,208.285548,126.003906
2026-08-02T15:46:22-07:00,227.109886,125.394531
2026-08-02T15:46:23-07:00,188.482737,125.894531
2026-08-02T15:46:24-07:00,174.931396,125.402344
2026-08-02T15:46:25-07:00,193.787253,125.894531
2026-08-02T15:46:26-07:00,172.949333,125.402344
2026-08-02T15:46:27-07:00,182.740430,125.660156
2026-08-02T15:46:28-07:00,190.142961,125.910156
