time,cpu-percentage[benchi-conduit],memory-usage[benchi-conduit]
2026-08-02T15:49:49-07:00,0.000239,113.046875
2026-08-02T15:49:50-07:00,199.183929,115.296875
2026-08-02T15:49:51-07:00,206.552390,116.640625
2026-08-02T15:49:52-07:00,202.674258,121.261719
2026-08-02T15:49:53-07:00,197.037323,121.183594
2026-08-02T15:49:54-07:00,205.626162,122.699219
2026-08-02T15:49:55-07:00,201.859289,121.746094
2026-08-02T15:49:56-07:00,192.417728,121.269531
2026-08-02T15:49:57-07:00,204.178520,121.050781
2026-08-02T15:49:58-07:00,189.603997,121.296875
2026-08-02T15:49:59-07:00,195.817216,121.054688
2026-08-02T15:50:00-07:00,200.469570,121.574219
2026-08-02T15:50:01-07:00,194.166307,121.085938
2026-08-02T15:50:02-07:00,199.237459,121.101562
2026-08-02T15:50:03-07:00,197.001057,121.101562
2026-08-02T15:50:04-07:00,205.921929,121.859375
2026-08-02T15:50:05-07:00,199.458874,121.117188
2026-08-02T15:50:06-07:00,198.140794,121.125000
2026-08-02T15:50:08-07:00,205.850076,121.621094
2026-08-02T15:50:09-07:00,193.452425,121.378906
2026-08-02T15:50:10-07:00,208.730070,122.136719
2026-08-02T15:50:11-07:00,203.726612,122.160156
2026-08-02T15:50:12-07:00,201.057662,121.164062
2026-08-02T15:50:13-07:00,182.397909,121.675781
2026-08-02T15:50:14-07:00,182.901233,121.175781
2026-08-02T15:50:15-07:00,190.235054,121.691406
2026-08-02T15:50:16-07:00,197.980745,121.445312
2026-08-02T15:50:17-07:00,198.741259,121.203125
2026-08-02T15:50:18-07:00,197.703601,121.445312
2026-08-02T15:50:19-07:00,192.220763,121.328125
2026-08-02T15:50:20-07:00,202.489035,122.332031
2026-08-02T15:50:21-07:00,204.158782,121.832031
2026-08-02T15:50:22-07:00,198.379581,122.093750
2026-08-02T15:50:23-07:00,197.111900,121.343750
2026-08-02T15:50:24-07:00,186.214816,121.343750
2026-08-02T15:50:25-07:00,204.943494,121.855469
2026-08-02T15:50:26-07:00,201.128485,121.617188
2026-08-02T15:50:27-07:00,189.300707,121.363281
2026-08-02T15:50:28-07:00,194.209924,121.621094
2026-08-02T15:50:29-07:00,192.013587,121.496094
2026-08-02T15:50:30-07:00,204.382481,121.750000
2026-08-02T15:50:31-07:00,204.750369,121.750000
2026-08-02T15:50:32-07:00,199.690514,122.007812
2026-08-02T15:50:33-07:00,205.558492,121.761719
2026-08-02T15:50:34-07:00,196.183205,121.527344
2026-08-02T15:50:35-07:00,199.740846,122.519531
2026-08-02T15:50:36-07:00,197.293232,121.785156
2026-08-02T15:50:37-07:00,190.920656,121.550781
2026-08-02T15:50:38-07:00,202.362383,122.550781
2026-08-02T15:50:39-07:00,195.846095,121.554688
2026-08-02T15:50:40-07:00,199.962073,122.558594
2026-08-02T15:50:41-07:00,205.928384,122.562500
2026-08-02T15:50:42-07:00,198.122141,121.820312
2026-08-02T15:50:43-07:00,200.557265,121.585938
2026-08-02T15:50:44-07:00,196.993942,121.820312
2026-08-02T15:50:45-07:00,203.277423,121.824219
2026-08-02T15:50:46-07:00,200.335595,122.332031
2026-08-02T15:50:47-07:00,191.132369,122.082031
2026-08-02T15:50:48-07:00,197.221202,121.585938
2026-08-02T15:50:49-07:00,194.860634,121.597656
