time,cpu-percentage[benchi-conduit],memory-usage[benchi-conduit]
2026-08-02T15:55:14-07:00,0.000320,127.847656
2026-08-02T15:55:15-07:00,199.520203,126.242188
2026-08-02T15:55:16-07:00,204.992522,122.214844
2026-08-02T15:55:17-07:00,230.050918,131.761719
2026-08-02T15:55:18-07:00,248.875715,131.335938
2026-08-02T15:55:19-07:00,249.479344,132.601562
2026-08-02T15:55:20-07:00,243.489962,133.488281
2026-08-02T15:55:22-07:00,247.188049,132.242188
2026-08-02T15:55:23-07:00,274.428534,133.257812
2026-08-02T15:55:24-07:00,277.324749,132.265625
2026-08-02T15:55:25-07:00,287.391494,132.539062
2026-08-02T15:55:26-07:00,286.502598,132.800781
2026-08-02T15:55:27-07:00,294.967530,133.062500
2026-08-02T15:55:28-07:00,291.342478,132.828125
2026-08-02T15:55:29-07:00,278.627720,132.601562
2026-08-02T15:55:30-07:00,300.779104,133.347656
2026-08-02T15:55:31-07:00,300.221701,133.859375
2026-08-02T15:55:32-07:00,287.752965,133.613281
2026-08-02T15:55:33-07:00,289.237791,132.378906
2026-08-02T15:55:34-07:00,267.387700,132.867188
2026-08-02T15:55:35-07:00,288.377555,132.878906
2026-08-02T15:55:36-07:00,292.816514,133.140625
2026-08-02T15:55:37-07:00,291.123052,133.378906
2026-08-02T15:55:38-07:00,293.540456,133.625000
2026-08-02T15:55:39-07:00,300.221678,132.914062
2026-08-02T15:55:40-07:00,299.170762,132.921875
2026-08-02T15:55:41-07:00,298.030831,133.167969
2026-08-02T15:55:42-07:00,287.527034,132.171875
2026-08-02T15:55:43-07:00,290.362386,132.179688
2026-08-02T15:55:44-07:00,283.166852,132.421875
2026-08-02T15:55:45-07:00,291.933182,132.183594
2026-08-02T15:55:46-07:00,292.611848,131.691406
2026-08-02T15:55:47-07:00,285.651990,133.148438
2026-08-02T15:55:48-07:00,295.425532,133.648438
2026-08-02T15:55:49-07:00,290.337918,133.156250
2026-08-02T15:55:50-07:00,288.715842,133.707031
2026-08-02T15:55:51-07:00,298.054054,133.742188
2026-08-02T15:55:52-07:00,277.236923,133.730469
2026-08-02T15:55:53-07:00,281.092972,134.476562
2026-08-02T15:55:54-07:00,278.768800,133.722656
2026-08-02T15:55:55-07:00,285.308431,134.042969
2026-08-02T15:55:56-07:00,293.010329,133.546875
2026-08-02T15:55:57-07:00,287.949325,133.554688
2026-08-02T15:55:58-07:00,290.842467,133.312500
2026-08-02T15:55:59-07:00,211.101054,133.984375
2026-08-02T15:56:00-07:00,239.550257,136.054688
2026-08-02T15:56:01-07:00,267.096813,135.437500
2026-08-02T15:56:02-07:00,283.503027,134.441406
2026-08-02T15:56:03-07:00,287.008951,134.445312
2026-08-02T15:56:04-07:00,274.298260,135.445312
2026-08-02T15:56:05-07:00,291.913769,134.691406
2026-08-02T15:56:06-07:00,298.085736,134.941406
2026-08-02T15:56:07-07:00,285.447066,136.187500
2026-08-02T15:56:08-07:00,277.824925,134.578125
2026-08-02T15:56:09-07:00,286.586919,136.078125
2026-08-02T15:56:10-07:00,290.984646,135.601562
2026-08-02T15:56:11-07:00,281.815486,134.589844
2026-08-02T15:56:12-07:00,275.683862,135.089844
2026-08-02T15:56:13-07:00,266.728225,135.089844
