time,cpu-percentage[benchi-conduit],memory-usage[benchi-conduit]
2026-08-02T15:43:17-07:00,0.000238,111.949219
2026-08-02T15:43:18-07:00,215.577208,117.203125
2026-08-02T15:43:19-07:00,212.833410,119.031250
2026-08-02T15:43:20-07:00,221.125010,119.066406
2026-08-02T15:43:21-07:00,219.171432,118.226562
2026-08-02T15:43:22-07:00,209.839662,118.296875
2026-08-02T15:43:23-07:00,220.075680,119.562500
2026-08-02T15:43:24-07:00,216.351170,118.347656
2026-08-02T15:43:25-07:00,209.604759,118.597656
2026-08-02T15:43:26-07:00,214.507509,119.117188
2026-08-02T15:43:27-07:00,222.516915,118.378906
2026-08-02T15:43:28-07:00,221.246432,118.875000
2026-08-02T15:43:29-07:00,214.577168,119.132812
2026-08-02T15:43:30-07:00,223.122558,119.144531
2026-08-02T15:43:31-07:00,217.835340,118.402344
2026-08-02T15:43:32-07:00,198.353415,118.406250
2026-08-02T15:43:33-07:00,213.400075,118.914062
2026-08-02T15:43:34-07:00,200.213772,119.105469
2026-08-02T15:43:35-07:00,213.621117,118.605469
2026-08-02T15:43:36-07:00,224.330095,119.367188
2026-08-02T15:43:37-07:00,214.446268,118.621094
2026-08-02T15:43:38-07:00,216.449235,118.625000
2026-08-02T15:43:39-07:00,215.585404,119.371094
2026-08-02T15:43:40-07:00,217.076236,119.121094
2026-08-02T15:43:41-07:00,209.782160,118.632812
2026-08-02T15:43:43-07:00,214.292407,118.890625
2026-08-02T15:43:44-07:00,218.998931,118.648438
2026-08-02T15:43:45-07:00,208.272649,118.898438
2026-08-02T15:43:46-07:00,215.861860,119.390625
2026-08-02T15:43:47-07:00,218.688101,118.656250
2026-08-02T15:43:48-07:00,213.158645,118.906250
2026-08-02T15:43:49-07:00,224.464829,118.917969
2026-08-02T15:43:50-07:00,219.280101,118.664062
2026-08-02T15:43:51-07:00,219.020429,119.171875
2026-08-02T15:43:52-07:00,218.471068,118.800781
2026-08-02T15:43:53-07:00,231.189832,118.804688
2026-08-02T15:43:54-07:00,219.219926,119.050781
2026-08-02T15:43:55-07:00,212.506447,118.808594
2026-08-02T15:43:56-07:00,217.498883,119.066406
2026-08-02T15:43:57-07:00,219.874105,119.558594
2026-08-02T15:43:58-07:00,217.759795,118.824219
2026-08-02T15:43:59-07:00,223.767716,119.097656
2026-08-02T15:44:00-07:00,211.643489,119.593750
2026-08-02T15:44:01-07:00,218.474956,119.351562
2026-08-02T15:44:02-07:00,218.593394,118.867188
2026-08-02T15:44:03-07:00,210.360172,118.855469
2026-08-02T15:44:04-07:00,199.420484,119.363281
2026-08-02T15:44:05-07:00,197.473054,118.988281
2026-08-02T15:44:06-07:00,185.389981,119.992188
2026-08-02T15:44:07-07:00,196.663361,119.500000
2026-08-02T15:44:08-07:00,188.902331,119.253906
2026-08-02T15:44:09-07:00,184.278489,119.015625
2026-08-02T15:44:10-07:00,183.669697,119.320312
2026-08-02T15:44:11-07:00,187.488316,119.074219
2026-08-02T15:44:12-07:00,187.763778,119.082031
2026-08-02T15:44:13-07:00,179.155093,119.085938
2026-08-02T15:44:14-07:00,192.044289,119.339844
2026-08-02T15:44:15-07:00,174.561612,119.339844
2026-08-02T15:44:16-07:00,184.598028,119.625000
2026-08-02T15:44:17-07:00,186.626700,120.125000
