time,cpu-percentage[benchi-conduit],memory-usage[benchi-conduit]
2026-08-02T15:44:19-07:00,0.000196,112.871094
2026-08-02T15:44:20-07:00,188.226667,116.539062
2026-08-02T15:44:21-07:00,185.571643,115.957031
2026-08-02T15:44:22-07:00,182.550920,116.308594
2026-08-02T15:44:23-07:00,182.022396,116.101562
2026-08-02T15:44:24-07:00,187.735889,116.886719
2026-08-02T15:44:25-07:00,178.898234,116.691406
2026-08-02T15:44:26-07:00,185.396063,117.015625
2026-08-02T15:44:27-07:00,184.670746,116.816406
2026-08-02T15:44:28-07:00,180.729754,116.777344
2026-08-02T15:44:29-07:00,189.235517,116.781250
2026-08-02T15:44:30-07:00,189.961436,117.792969
2026-08-02T15:44:31-07:00,180.013733,117.863281
2026-08-02T15:44:32-07:00,181.899348,117.363281
2026-08-02T15:44:33-07:00,177.076725,117.371094
2026-08-02T15:44:34-07:00,196.255428,118.125000
2026-08-02T15:44:35-07:00,180.155312,117.886719
2026-08-02T15:44:36-07:00,201.037227,118.132812
2026-08-02T15:44:37-07:00,201.838128,118.148438
2026-08-02T15:44:38-07:00,195.464440,117.402344
2026-08-02T15:44:39-07:00,196.181758,118.421875
2026-08-02T15:44:40-07:00,194.951560,118.671875
2026-08-02T15:44:42-07:00,194.793099,118.425781
2026-08-02T15:44:43-07:00,199.456078,118.199219
2026-08-02T15:44:44-07:00,187.969023,118.195312
2026-08-02T15:44:45-07:00,202.721918,119.804688
2026-08-02T15:44:46-07:00,189.106446,119.054688
2026-08-02T15:44:47-07:00,195.312091,118.820312
2026-08-02T15:44:48-07:00,199.198990,118.820312
2026-08-02T15:44:49-07:00,200.499021,119.113281
2026-08-02T15:44:50-07:00,193.441926,119.382812
2026-08-02T15:44:51-07:00,214.753679,118.632812
2026-08-02T15:44:52-07:00,209.241215,119.140625
2026-08-02T15:44:53-07:00,205.505999,118.640625
2026-08-02T15:44:54-07:00,214.838182,119.148438
2026-08-02T15:44:55-07:00,219.884225,119.644531
2026-08-02T15:44:56-07:00,207.961992,118.781250
2026-08-02T15:44:57-07:00,217.522366,120.031250
2026-08-02T15:44:58-07:00,219.602519,119.042969
2026-08-02T15:44:59-07:00,213.210139,119.292969
2026-08-02T15:45:00-07:00,218.515879,118.804688
2026-08-02T15:45:01-07:00,172.981259,118.796875
2026-08-02T15:45:02-07:00,183.398261,118.804688
2026-08-02T15:45:03-07:00,203.809058,119.054688
2026-08-02T15:45:04-07:00,202.877731,118.808594
2026-08-02T15:45:05-07:00,192.010487,118.816406
2026-08-02T15:45:06-07:00,206.904224,119.558594
2026-08-02T15:45:07-07:00,208.891659,119.066406
2026-08-02T15:45:08-07:00,207.833480,118.828125
2026-08-02T15:45:09-07:00,211.463756,118.953125
2026-08-02T15:45:10-07:00,212.803251,118.960938
2026-08-02T15:45:11-07:00,219.545995,119.207031
2026-08-02T15:45:12-07:00,214.063482,118.976562
2026-08-02T15:45:13-07:00,218.548005,118.972656
2026-08-02T15:45:14-07:00,215.693654,118.972656
2026-08-02T15:45:15-07:00,222.962832,119.472656
2026-08-02T15:45:16-07:00,206.654717,119.968750
2026-08-02T15:45:17-07:00,210.104553,119.230469
2026-08-02T15:45:18-07:00,221.900816,119.765625
2026-08-02T15:45:19-07:00,214.344437,119.019531
