time,cpu-percentage[benchi-conduit],memory-usage[benchi-conduit]
2026-08-02T15:38:56-07:00,0.000243,113.750000
2026-08-02T15:38:57-07:00,203.586102,116.199219
2026-08-02T15:38:58-07:00,196.609052,115.691406
2026-08-02T15:38:59-07:00,197.636146,119.570312
2026-08-02T15:39:00-07:00,200.235901,118.625000
2026-08-02T15:39:01-07:00,203.358593,118.906250
2026-08-02T15:39:02-07:00,202.348579,119.167969
2026-08-02T15:39:03-07:00,192.414614,118.191406
2026-08-02T15:39:04-07:00,201.628539,118.210938
2026-08-02T15:39:05-07:00,207.051205,118.511719
2026-08-02T15:39:06-07:00,203.372013,118.773438
2026-08-02T15:39:07-07:00,201.901523,118.777344
2026-08-02T15:39:08-07:00,203.872162,118.535156
2026-08-02T15:39:09-07:00,200.946743,118.281250
2026-08-02T15:39:10-07:00,198.081618,118.789062
2026-08-02T15:39:11-07:00,204.995455,118.558594
2026-08-02T15:39:12-07:00,206.675471,118.328125
2026-08-02T15:39:13-07:00,194.712271,118.582031
2026-08-02T15:39:14-07:00,201.364040,119.136719
2026-08-02T15:39:15-07:00,203.352247,119.148438
2026-08-02T15:39:16-07:00,204.752775,118.660156
2026-08-02T15:39:17-07:00,188.578104,119.414062
2026-08-02T15:39:18-07:00,204.505741,118.914062
2026-08-02T15:39:19-07:00,192.945981,118.667969
2026-08-02T15:39:20-07:00,201.306785,119.164062
2026-08-02T15:39:21-07:00,200.475053,118.917969
2026-08-02T15:39:22-07:00,197.032000,118.425781
2026-08-02T15:39:23-07:00,198.516667,118.929688
2026-08-02T15:39:24-07:00,198.823924,119.175781
2026-08-02T15:39:25-07:00,197.207791,118.433594
2026-08-02T15:39:26-07:00,206.409823,118.941406
2026-08-02T15:39:27-07:00,189.691486,119.437500
2026-08-02T15:39:28-07:00,179.591651,118.441406
2026-08-02T15:39:29-07:00,161.768733,119.875000
2026-08-02T15:39:30-07:00,169.198788,119.929688
2026-08-02T15:39:31-07:00,170.185837,119.945312
2026-08-02T15:39:33-07:00,194.168393,119.945312
2026-08-02T15:39:34-07:00,199.502472,120.433594
2026-08-02T15:39:35-07:00,194.051729,119.945312
2026-08-02T15:39:36-07:00,205.982278,120.449219
2026-08-02T15:39:37-07:00,207.737870,120.457031
2026-08-02T15:39:38-07:00,203.009133,119.953125
2026-08-02T15:39:39-07:00,203.911268,120.074219
2026-08-02T15:39:40-07:00,198.803289,120.078125
2026-08-02T15:39:41-07:00,202.651341,120.832031
2026-08-02T15:39:42-07:00,205.305188,120.593750
2026-08-02T15:39:43-07:00,198.881927,120.578125
2026-08-02T15:39:44-07:00,203.141679,120.828125
2026-08-02T15:39:45-07:00,197.688456,120.835938
2026-08-02T15:39:46-07:00,199.639950,121.335938
2026-08-02T15:39:47-07:00,201.444946,120.597656
2026-08-02T15:39:48-07:00,201.860102,120.847656
2026-08-02T15:39:49-07:00,198.894978,120.359375
2026-08-02T15:39:50-07:00,201.475511,120.113281
2026-08-02T15:39:51-07:00,201.300570,120.125000
2026-08-02T15:39:52-07:00,208.041564,120.871094
2026-08-02T15:39:53-07:00,198.324450,120.125000
2026-08-02T15:39:54-07:00,201.229421,120.500000
2026-08-02T15:39:55-07:00,192.250921,120.500000
2026-08-02T15:39:56-07:00,206.396130,120.761719
